#index raw norm_full norm_ldro gray_ldro
1355 79 78 19 26
1356 12 11 2 3
1357 69 68 17 25
1358 105 104 26 23
1359 2 1 0 0
1360 59 58 14 9
1361 1 0 0 0
1362 66 65 16 24
1363 17 16 4 6
1364 6 5 1 1
1365 122 121 30 17
1366 54 53 13 11
1367 54 53 13 11
1368 34 33 8 12
1369 32 31 7 4
1370 33 32 8 12
1371 64 63 15 8
1372 48 47 11 14
1373 56 55 13 11
1374 53 52 13 11
1375 37 36 9 13
1376 57 56 14 9
1377 2 1 0 0
1378 39 38 9 13
1379 85 84 21 31
1380 126 125 31 16
1381 28 27 6 5
1382 86 85 21 31
1383 117 116 29 19
1384 23 22 5 7
1385 50 49 12 10
1386 80 79 19 26
1387 93 92 23 28
1388 83 82 20 30
1389 24 23 5 7
1390 7 6 1 1
1391 29 28 7 4
1392 31 30 7 4
1393 32 31 7 4
1394 32 31 7 4
1395 32 31 7 4
1396 32 31 7 4
1397 32 31 7 4
1398 32 31 7 4
1399 32 31 7 4
1400 32 31 7 4
1401 40 39 9 13
1402 48 47 11 14
1403 62 61 15 8
1404 104 103 25 21
1405 89 88 22 29
1406 13 12 3 2
1407 29 28 7 4
1408 13 12 3 2
1409 113 112 28 18
1410 29 28 7 4
1411 97 96 24 20
1412 41 40 10 15
1413 110 109 27 22
1414 2 1 0 0
1415 88 87 21 31
1416 121 120 30 17
1417 96 95 23 28
1418 19 18 4 6
1419 63 62 15 8
1420 114 113 28 18
1421 16 15 3 2
1422 83 82 20 30
1423 22 21 5 7
1424 89 88 22 29
1425 47 46 11 14
1426 108 107 26 23
1427 37 36 9 13
1428 73 72 18 27
1429 98 97 24 20
1430 27 26 6 5
1431 97 96 24 20
1432 34 33 8 12
1433 113 112 28 18
1434 103 102 25 21
1435 90 89 22 29
1436 81 80 20 30
1437 22 21 5 7
1438 2 1 0 0
1439 0 127 31 16
1440 1 0 0 0
1441 32 31 7 4
1442 16 15 3 2
1443 3 2 0 0
1444 89 88 22 29
1445 116 115 28 18
1446 40 39 9 13
1447 48 47 11 14
1448 64 63 15 8
1449 37 36 9 13
1450 50 49 12 10
1451 17 16 4 6
1452 11 10 2 3
1453 8 7 1 1
1454 64 63 15 8
1455 71 70 17 25
1456 99 98 24 20
1457 40 39 9 13
1458 10 9 2 3
1459 113 112 28 18
1460 101 100 25 21
1461 125 124 31 16
1462 26 25 6 5
1463 0 127 31 16
1464 0 127 31 16
1465 0 127 31 16
1466 0 127 31 16
1467 0 127 31 16
1468 0 127 31 16
1469 0 127 31 16
1470 0 127 31 16
1471 8 7 1 1
1472 16 15 3 2
1473 119 118 29 19
1474 24 23 5 7
1475 57 56 14 9
1476 109 108 27 22
1477 125 124 31 16
1478 109 108 27 22
1479 81 80 20 30
1480 125 124 31 16
1481 65 64 16 24
1482 9 8 2 3
1483 78 77 19 26
1484 98 97 24 20
1485 56 55 13 11
1486 89 88 22 29
1487 64 63 15 8
1488 115 114 28 18
1489 31 30 7 4
1490 82 81 20 30
1491 112 111 27 22
1492 51 50 12 10
1493 118 117 29 19
1494 57 56 14 9
1495 15 14 3 2
1496 76 75 18 27
1497 5 4 1 1
1498 41 40 10 15
1499 66 65 16 24
1500 123 122 30 17
1501 65 64 16 24
1502 2 1 0 0
1503 81 80 20 30
1504 71 70 17 25
1505 58 57 14 9
1506 49 48 12 10
1507 118 117 29 19
1508 98 97 24 20
1509 96 95 23 28
1510 97 96 24 20
1511 0 127 31 16
1512 112 111 27 22
1513 89 88 22 29
1514 120 119 29 19
1515 41 40 10 15
1516 94 93 23 28
1517 7 6 1 1
1518 69 68 17 25
1519 127 126 31 16
1520 0 127 31 16
1521 103 102 25 21
1522 67 66 16 24
1523 79 78 19 26
1524 49 48 12 10
1525 64 63 15 8
1526 84 83 20 30
1527 110 109 27 22
1528 10 9 2 3
1529 8 7 1 1
1530 63 62 15 8
1531 15 14 3 2
1532 53 52 13 11
1533 96 95 23 28
1534 96 95 23 28
1535 96 95 23 28
1536 96 95 23 28
1537 96 95 23 28
1538 96 95 23 28
1539 96 95 23 28
1540 96 95 23 28
1541 104 103 25 21
1542 111 110 27 22
1543 40 39 9 13
1544 17 16 4 6
1545 72 71 17 25
1546 77 76 19 26
1547 93 92 23 28
1548 93 92 23 28
1549 77 76 19 26
1550 93 92 23 28
1551 94 93 23 28
1552 33 32 8 12
1553 105 104 26 23
1554 46 45 11 14
1555 25 24 6 5
1556 57 56 14 9
1557 57 56 14 9
1558 83 82 20 30
1559 82 81 20 30
1560 126 125 31 16
1561 79 78 19 26
1562 81 80 20 30
1563 18 17 4 6
1564 26 25 6 5
1565 111 110 27 22
1566 111 110 27 22
1567 101 100 25 21
1568 9 8 2 3
1569 9 8 2 3
1570 91 90 22 29
1571 33 32 8 12
1572 32 31 7 4
1573 98 97 24 20
1574 40 39 9 13
1575 38 37 9 13
1576 18 17 4 6
1577 16 15 3 2
1578 66 65 16 24
1579 65 64 16 24
1580 64 63 15 8
1581 95 94 23 28
1582 96 95 23 28
1583 80 79 19 26
1584 112 111 27 22
1585 55 54 13 11
1586 106 105 26 23
1587 97 96 24 20
1588 39 38 9 13
1589 0 127 31 16
1590 53 52 13 11
1591 50 49 12 10
1592 64 63 15 8
1593 68 67 16 24
1594 105 104 26 23
1595 71 70 17 25
1596 78 77 19 26
1597 5 4 1 1
1598 54 53 13 11
1599 110 109 27 22
1600 9 8 2 3
1601 56 55 13 11
1602 45 44 11 14
1603 64 63 15 8
1604 64 63 15 8
1605 64 63 15 8
1606 64 63 15 8
1607 64 63 15 8
1608 64 63 15 8
1609 64 63 15 8
1610 64 63 15 8
1611 63 62 15 8
1612 72 71 17 25
1613 113 112 28 18
1614 22 21 5 7
1615 90 89 22 29
1616 121 120 30 17
1617 45 44 11 14
1618 61 60 15 8
1619 45 44 11 14
1620 17 16 4 6
1621 61 60 15 8
1622 1 0 0 0
1623 73 72 18 27
1624 14 13 3 2
1625 34 33 8 12
1626 120 119 29 19
1627 25 24 6 5
1628 0 127 31 16
1629 51 50 12 10
1630 95 94 23 28
1631 18 17 4 6
1632 48 47 11 14
1633 115 114 28 18
1634 54 53 13 11
1635 121 120 30 17
1636 79 78 19 26
1637 12 11 2 3
1638 69 68 17 25
1639 105 104 26 23
1640 2 1 0 0
1641 59 58 14 9
1642 1 0 0 0
1643 66 65 16 24
1644 17 16 4 6
1645 7 6 1 1
1646 122 121 30 17
1647 113 112 28 18
1648 54 53 13 11
1649 34 33 8 12
1650 32 31 7 4
1651 33 32 8 12
1652 64 63 15 8
1653 48 47 11 14
1654 64 63 15 8
1655 119 118 29 19
1656 127 126 31 16
1657 73 72 18 27
1658 121 120 30 17
1659 8 7 1 1
1660 103 102 25 21
1661 93 92 23 28
1662 24 23 5 7
1663 37 36 9 13
1664 124 123 30 17
1665 5 4 1 1
1666 42 41 10 15
1667 106 105 26 23
1668 53 52 13 11
1669 118 117 29 19
1670 99 98 24 20
1671 69 68 17 25
1672 83 82 20 30
1673 31 30 7 4
1674 32 31 7 4
1675 32 31 7 4
1676 32 31 7 4
1677 32 31 7 4
1678 32 31 7 4
1679 32 31 7 4
1680 32 31 7 4
1681 32 31 7 4
1682 40 39 9 13
1683 48 47 11 14
1684 70 69 17 25
1685 57 56 14 9
1686 89 88 22 29
1687 13 12 3 2
1688 29 28 7 4
1689 13 12 3 2
1690 113 112 28 18
1691 29 28 7 4
1692 97 96 24 20
1693 41 40 10 15
1694 110 109 27 22
1695 2 1 0 0
1696 88 87 21 31
1697 121 120 30 17
1698 96 95 23 28
1699 19 18 4 6
1700 63 62 15 8
1701 114 113 28 18
1702 16 15 3 2
1703 83 82 20 30
1704 22 21 5 7
1705 89 88 22 29
1706 47 46 11 14
1707 108 107 26 23
1708 37 36 9 13
1709 73 72 18 27
1710 98 97 24 20
1711 27 26 6 5
1712 97 96 24 20
1713 34 33 8 12
1714 113 112 28 18
1715 103 102 25 21
1716 90 89 22 29
1717 81 80 20 30
1718 22 21 5 7
1719 2 1 0 0
1720 0 127 31 16
1721 1 0 0 0
1722 32 31 7 4
1723 16 15 3 2
1724 30 29 7 4
1725 48 47 11 14
1726 26 25 6 5
1727 51 50 12 10
1728 114 113 28 18
1729 42 41 10 15
1730 72 71 17 25
1731 39 38 9 13
1732 75 74 18 27
1733 111 110 27 22
1734 67 66 16 24
1735 31 30 7 4
1736 18 17 4 6
1737 77 76 19 26
1738 78 77 19 26
1739 106 105 26 23
1740 46 45 11 14
1741 64 63 15 8
1742 66 65 16 24
1743 24 23 5 7
1744 0 127 31 16
1745 0 127 31 16
1746 0 127 31 16
1747 0 127 31 16
1748 0 127 31 16
1749 0 127 31 16
1750 0 127 31 16
1751 0 127 31 16
1752 8 7 1 1
1753 16 15 3 2
1754 56 55 13 11
1755 54 53 13 11
1756 57 56 14 9
1757 109 108 27 22
1758 125 124 31 16
1759 109 108 27 22
1760 81 80 20 30
1761 125 124 31 16
1762 65 64 16 24
1763 9 8 2 3
1764 78 77 19 26
1765 98 97 24 20
1766 56 55 13 11
1767 89 88 22 29
1768 64 63 15 8
1769 115 114 28 18
1770 31 30 7 4
1771 82 81 20 30
1772 112 111 27 22
1773 51 50 12 10
1774 118 117 29 19
1775 57 56 14 9
1776 15 14 3 2
1777 76 75 18 27
1778 5 4 1 1
1779 41 40 10 15
1780 66 65 16 24
1781 123 122 30 17
1782 65 64 16 24
1783 2 1 0 0
1784 81 80 20 30
1785 71 70 17 25
1786 58 57 14 9
1787 49 48 12 10
1788 118 117 29 19
1789 98 97 24 20
1790 96 95 23 28
1791 97 96 24 20
1792 0 127 31 16
1793 112 111 27 22
1794 48 47 11 14
1795 116 115 28 18
1796 96 95 23 28
1797 110 109 27 22
1798 65 64 16 24
1799 88 87 21 31
1800 92 91 22 29
1801 3 2 0 0
1802 7 6 1 1
1803 111 110 27 22
1804 1 0 0 0
1805 32 31 7 4
1806 46 45 11 14
1807 123 122 30 17
1808 104 103 25 21
1809 38 37 9 13
1810 24 23 5 7
1811 27 26 6 5
1812 61 60 15 8
1813 23 22 5 7
1814 96 95 23 28
1815 96 95 23 28
1816 96 95 23 28
1817 96 95 23 28
1818 96 95 23 28
1819 96 95 23 28
1820 96 95 23 28
1821 96 95 23 28
1822 104 103 25 21
1823 111 110 27 22
1824 113 112 28 18
1825 50 49 12 10
1826 26 25 6 5
1827 76 75 18 27
1828 93 92 23 28
1829 93 92 23 28
1830 77 76 19 26
1831 49 48 12 10
1832 94 93 23 28
1833 105 104 26 23
1834 105 104 26 23
1835 45 44 11 14
1836 25 24 6 5
1837 57 56 14 9
1838 56 55 13 11
1839 83 82 20 30
1840 82 81 20 30
1841 50 49 12 10
1842 50 49 12 10
1843 19 18 4 6
1844 86 85 21 31
1845 26 25 6 5
1846 24 23 5 7
1847 44 43 10 15
1848 101 100 25 21
1849 102 101 25 21
1850 9 8 2 3
1851 90 89 22 29
1852 91 90 22 29
1853 33 32 8 12
1854 99 98 24 20
1855 40 39 9 13
1856 38 37 9 13
1857 25 24 6 5
1858 86 85 21 31
1859 66 65 16 24
1860 65 64 16 24
1861 65 64 16 24
1862 65 64 16 24
1863 96 95 23 28
1864 36 35 8 12
1865 19 18 4 6
1866 90 89 22 29
1867 47 46 11 14
1868 88 87 21 31
1869 50 49 12 10
1870 67 66 16 24
1871 6 5 1 1
1872 23 22 5 7
1873 115 114 28 18
1874 14 13 3 2
1875 15 14 3 2
1876 43 42 10 15
1877 123 122 30 17
1878 43 42 10 15
1879 5 4 1 1
1880 126 125 31 16
1881 74 73 18 27
1882 77 76 19 26
1883 55 54 13 11
1884 63 62 15 8
1885 64 63 15 8
1886 64 63 15 8
1887 64 63 15 8
1888 64 63 15 8
1889 64 63 15 8
1890 64 63 15 8
1891 64 63 15 8
1892 72 71 17 25
1893 80 79 19 26
1894 80 79 19 26
1895 46 45 11 14
1896 13 12 3 2
1897 121 120 30 17
1898 45 44 11 14
1899 61 60 15 8
1900 45 44 11 14
1901 17 16 4 6
1902 61 60 15 8
1903 1 0 0 0
1904 73 72 18 27
1905 14 13 3 2
1906 34 33 8 12
1907 120 119 29 19
1908 25 24 6 5
1909 0 127 31 16
1910 51 50 12 10
1911 95 94 23 28
1912 18 17 4 6
1913 48 47 11 14
1914 115 114 28 18
1915 53 52 13 11
1916 121 120 30 17
1917 79 78 19 26
1918 12 11 2 3
1919 69 68 17 25
1920 105 104 26 23
1921 2 1 0 0
1922 59 58 14 9
1923 1 0 0 0
1924 66 65 16 24
1925 17 16 4 6
1926 7 6 1 1
1927 122 121 30 17
1928 113 112 28 18
1929 54 53 13 11
1930 34 33 8 12
1931 32 31 7 4
1932 33 32 8 12
1933 64 63 15 8
1934 48 47 11 14
1935 55 54 13 11
1936 0 127 31 16
1937 29 28 7 4
1938 47 46 11 14
1939 102 101 25 21
1940 25 24 6 5
1941 93 92 23 28
1942 116 115 28 18
1943 32 31 7 4
1944 43 42 10 15
1945 42 41 10 15
1946 9 8 2 3
1947 7 6 1 1
1948 40 39 9 13
1949 3 2 0 0
1950 41 40 10 15
1951 5 4 1 1
1952 22 21 5 7
1953 13 12 3 2
1954 110 109 27 22
1955 32 31 7 4
1956 32 31 7 4
1957 32 31 7 4
1958 32 31 7 4
1959 32 31 7 4
1960 32 31 7 4
1961 32 31 7 4
1962 32 31 7 4
1963 40 39 9 13
1964 48 47 11 14
1965 14 13 3 2
1966 73 72 18 27
1967 89 88 22 29
1968 13 12 3 2
1969 29 28 7 4
1970 13 12 3 2
1971 113 112 28 18
1972 29 28 7 4
1973 97 96 24 20
1974 41 40 10 15
1975 110 109 27 22
1976 2 1 0 0
1977 88 87 21 31
1978 121 120 30 17
1979 96 95 23 28
1980 19 18 4 6
1981 63 62 15 8
1982 114 113 28 18
1983 16 15 3 2
1984 83 82 20 30
1985 22 21 5 7
1986 89 88 22 29
1987 47 46 11 14
1988 108 107 26 23
1989 37 36 9 13
1990 73 72 18 27
1991 98 97 24 20
1992 27 26 6 5
1993 97 96 24 20
1994 34 33 8 12
1995 113 112 28 18
1996 103 102 25 21
1997 90 89 22 29
1998 81 80 20 30
1999 22 21 5 7
2000 2 1 0 0
2001 0 127 31 16
2002 1 0 0 0
2003 32 31 7 4
2004 16 15 3 2
2005 105 104 26 23
2006 2 1 0 0
2007 5 4 1 1
2008 94 93 23 28
2009 115 114 28 18
2010 45 44 11 14
2011 99 98 24 20
2012 67 66 16 24
2013 101 100 25 21
2014 4 3 0 0
2015 110 109 27 22
2016 77 76 19 26
2017 126 125 31 16
2018 113 112 28 18
2019 66 65 16 24
2020 126 125 31 16
2021 107 106 26 23
2022 94 93 23 28
2023 126 125 31 16
2024 97 96 24 20
2025 0 127 31 16
2026 0 127 31 16
2027 0 127 31 16
2028 0 127 31 16
2029 0 127 31 16
2030 0 127 31 16
2031 0 127 31 16
2032 0 127 31 16
2033 8 7 1 1
2034 16 15 3 2
2035 78 77 19 26
2036 54 53 13 11
2037 57 56 14 9
2038 109 108 27 22
2039 125 124 31 16
2040 109 108 27 22
2041 81 80 20 30
2042 125 124 31 16
2043 65 64 16 24
2044 9 8 2 3
2045 78 77 19 26
2046 98 97 24 20
2047 56 55 13 11
2048 89 88 22 29
2049 64 63 15 8
2050 115 114 28 18
2051 32 31 7 4
2052 82 81 20 30
2053 112 111 27 22
2054 52 51 12 10
2055 118 117 29 19
2056 57 56 14 9
2057 15 14 3 2
2058 76 75 18 27
2059 5 4 1 1
2060 4 3 0 0
2061 66 65 16 24
2062 123 122 30 17
2063 65 64 16 24
2064 2 1 0 0
2065 81 80 20 30
2066 71 70 17 25
2067 58 57 14 9
2068 49 48 12 10
2069 118 117 29 19
2070 98 97 24 20
2071 96 95 23 28
2072 97 96 24 20
2073 0 127 31 16
2074 112 111 27 22
2075 114 113 28 18
2076 127 126 31 16
2077 9 8 2 3
2078 120 119 29 19
2079 86 85 21 31
2080 1 0 0 0
2081 25 24 6 5
2082 3 2 0 0
2083 2 1 0 0
2084 10 9 2 3
2085 101 100 25 21
2086 104 103 25 21
2087 99 98 24 20
2088 116 115 28 18
2089 73 72 18 27
2090 33 32 8 12
2091 19 18 4 6
2092 42 41 10 15
2093 88 87 21 31
2094 2 1 0 0
2095 96 95 23 28
2096 96 95 23 28
2097 96 95 23 28
2098 96 95 23 28
2099 96 95 23 28
2100 96 95 23 28
2101 96 95 23 28
2102 96 95 23 28
2103 104 103 25 21
2104 112 111 27 22
2105 113 112 28 18
2106 60 59 14 9
2107 26 25 6 5
2108 77 76 19 26
2109 93 92 23 28
2110 93 92 23 28
2111 49 48 12 10
2112 93 92 23 28
2113 93 92 23 28
2114 105 104 26 23
2115 47 46 11 14
2116 45 44 11 14
2117 65 64 16 24
2118 24 23 5 7
2119 32 31 7 4
2120 32 31 7 4
2121 127 126 31 16
2122 50 49 12 10
2123 80 79 19 26
2124 81 80 20 30
2125 86 85 21 31
2126 23 22 5 7
2127 111 110 27 22
2128 44 43 10 15
2129 44 43 10 15
2130 102 101 25 21
2131 32 31 7 4
2132 34 33 8 12
2133 34 33 8 12
2134 33 32 8 12
2135 49 48 12 10
2136 40 39 9 13
2137 39 38 9 13
2138 17 16 4 6
2139 86 85 21 31
2140 66 65 16 24
2141 65 64 16 24
2142 65 64 16 24
2143 95 94 23 28
2144 80 79 19 26
2145 80 79 19 26
2146 70 69 17 25
2147 39 38 9 13
2148 40 39 9 13
2149 54 53 13 11
2150 68 67 16 24
2151 105 104 26 23
2152 71 70 17 25
2153 14 13 3 2
2154 105 104 26 23
2155 125 124 31 16
2156 52 51 12 10
2157 82 81 20 30
