#cfo preamble_symbols=7 cfo_int=0 cfo_frac=1.09543e-08 sfo_slope=0
#index best_bin second_bin corrected_bin best_mag second_mag delta
3717 1023 864 1023 9.65756e-07 9.2142e-07 -0.00576934
3718 746 734 746 6.54446e-07 6.26638e-07 -0.0102845
3719 265 318 265 6.8709e-07 6.69594e-07 0.0465218
3720 739 411 739 7.80117e-07 7.29011e-07 -0.0707578
3721 420 716 420 7.14361e-07 6.85098e-07 0.00304023
3722 136 71 136 6.32984e-07 5.8452e-07 0
3723 847 356 847 8.46278e-07 6.51648e-07 0.00179191
3724 511 512 511 211836 211833 0.499982
3725 512 512 512 424972 424972 -0.5
3726 512 512 512 424972 424972 -0.5
3727 512 512 512 424972 424972 -0.5
3728 511 512 512 424972 424971 0.499997
3729 512 511 512 424973 424972 -0.499999
3730 512 511 512 424972 424972 -0.499999
3731 512 512 512 424973 424972 -0.5
3732 512 519 512 213415 213414 -0.499049
3733 527 528 527 226316 220753 0.473578
3734 527 528 527 208594 202860 0.469376
3735 543 480 543 1683.88 1683.87 0.0408729
3736 912 913 912 71225.9 57097.5 0.236279
3737 912 913 912 270106 268912 0.495306
3738 631 634 631 174641 174196 0.433884
3739 288 289 288 334675 332577 0.49376
3740 845 844 845 224695 223687 -0.49393
3741 752 753 752 181495 181372 0.497515
3742 509 508 509 188605 187432 -0.483687
3743 308 309 308 316512 315169 0.495765
3744 509 508 509 191287 187764 -0.454808
3745 422 423 422 233115 232193 0.494972
3746 736 737 736 176738 176295 0.487294
3747 396 397 396 250309 246686 0.483592
3748 75 76 75 363142 363117 0.49993
3749 875 874 875 244683 241084 -0.482839
3750 989 990 989 332668 332289 0.498859
3751 251 252 251 363523 363207 0.499114
3752 643 640 643 174280 173750 -0.438079
3753 144 145 145 363172 363171 0.499996
3754 673 676 673 171070 169449 0.457555
3755 470 471 470 205983 204794 0.489997
3756 926 927 926 281859 278104 0.486348
3757 56 57 56 363965 363316 0.498182
3758 984 985 984 328243 327160 0.496709
3759 785 784 785 195614 191567 -0.457513
3760 745 744 745 178948 178940 -0.499788
3761 260 259 260 424977 424968 -0.499976
3762 260 259 260 360252 359786 -0.498678
3763 255 256 255 363656 362087 0.495619
3764 511 512 511 187475 186433 0.484725
3765 767 768 767 187196 186630 0.491515
3766 448 447 448 217698 215897 -0.487992
3767 352 351 352 281602 280167 -0.494735
3768 272 271 272 348649 348643 -0.499983
3769 975 139 975 5.80935e-07 5.54283e-07 0.0276937
3770 196 333 196 6.93613e-07 5.67993e-07 -0.0388691
3771 868 738 868 7.62567e-07 6.76596e-07 0.0282158
3772 318 202 318 9.57898e-07 6.72415e-07 -0.0115379
3773 414 260 414 7.67842e-07 6.12398e-07 -0.000340275
3774 286 923 286 7.15159e-07 6.5684e-07 0.049522
3775 131 367 131 5.86792e-07 5.73461e-07 0
3776 339 1007 339 7.92374e-07 6.80198e-07 0.0243516
3777 123 341 123 4.98252e-07 4.95179e-07 0
3778 386 736 386 8.7997e-07 7.41434e-07 -0.018201
3779 168 846 168 6.77313e-07 5.49781e-07 0.0629678
3780 268 885 268 9.74854e-07 6.35407e-07 -0.0435696
3781 574 862 574 9.52118e-07 7.01517e-07 -0.00135974
3782 696 14 696 7.42309e-07 5.71171e-07 -0.0423421
3783 638 550 638 8.3508e-07 5.70415e-07 -0.102871
3784 47 646 47 7.94575e-07 6.98608e-07 -0.0296973
3785 900 674 900 6.69922e-07 5.98584e-07 -0.0334678
3786 998 951 998 6.84192e-07 6.12469e-07 0.00523729
3787 705 303 705 5.53049e-07 5.34159e-07 -0.0431683
3788 255 256 255 61775.4 61775.3 0.499992
3789 256 255 256 424977 424967 -0.499972
3790 256 255 256 424978 424967 -0.499972
3791 256 255 256 424977 424967 -0.499973
3792 256 255 256 424978 424967 -0.499971
3793 256 255 256 424978 424967 -0.499971
3794 256 255 256 424978 424967 -0.499971
3795 256 255 256 424978 424967 -0.499972
3796 256 255 256 362988 362975 -0.499964
3797 263 264 263 356069 355164 0.497421
3798 271 272 271 357532 342170 0.458387
3799 224 287 224 1683.91 1683.87 -0.0408985
3800 287 224 287 1683.91 1683.88 0.0408985
3801 656 657 656 425095 424713 0.498989
3802 377 376 377 424962 424157 -0.497877
3803 33 32 33 426039 423775 -0.494054
3804 589 588 589 423833 423240 -0.498428
3805 497 496 497 424937 424904 -0.499915
3806 253 252 253 425371 424086 -0.496614
3807 53 52 53 425678 424191 -0.496085
3808 252 253 252 425334 424278 0.497218
3809 167 166 167 425249 424650 -0.498418
3810 480 481 480 424516 424316 0.499469
3811 141 140 141 425728 423678 -0.494616
3812 844 843 844 424829 422991 -0.495165
3813 618 619 618 424960 424420 0.498572
3814 734 733 734 425189 424631 -0.498529
3815 1020 1019 1020 425968 423964 -0.49473
3816 386 385 386 423785 422868 -0.497572
3817 913 912 913 425740 423294 -0.493583
3818 419 418 419 424163 423422 -0.498038
3819 215 214 215 425433 424210 -0.496777
3820 671 670 671 424616 423420 -0.496846
3821 825 824 825 425371 424409 -0.497462
3822 728 729 728 425165 424691 0.498747
3823 528 529 528 424770 424700 0.499813
3824 489 488 489 424977 424948 -0.499922
3825 4 3 4 426260 423662 -0.493185
3826 4 4 4 424972 424972 -0.5
3827 0 1023 0 424987 424957 -0.499919
3828 256 255 256 424058 422750 -0.496546
3829 512 511 512 424593 424589 -0.499989
3830 192 191 192 425557 423746 -0.49524
3831 96 95 96 425325 424587 -0.498052
3832 16 15 16 425288 424652 -0.498321
3833 371 599 371 1.00146 1.00127 -0.0106901
3834 58 607 58 6.20433e-07 5.62968e-07 0.00416339
3835 931 449 931 8.34039e-07 6.96879e-07 0.0238074
3836 449 962 449 5.95126e-07 5.79319e-07 -0.00364625
3837 887 577 887 5.9467e-07 5.93979e-07 0.0319108
3838 502 423 502 7.31705e-07 6.09945e-07 0.000524976
3839 624 36 624 8.24524e-07 6.89835e-07 -0.0151238
3840 311 143 311 7.77e-07 7.17981e-07 -0.0271308
3841 747 638 747 7.01288e-07 6.91114e-07 0.0295999
3842 508 905 508 6.37112e-07 6.30698e-07 0.0508455
3843 958 746 958 7.39841e-07 7.2581e-07 0.0897406
3844 554 294 554 8.19275e-07 6.31596e-07 0.0864147
3845 669 661 669 1.08704e-06 8.12076e-07 0.0188886
3846 878 594 878 9.62462e-07 7.87362e-07 -0.0190385
3847 552 515 552 6.4982e-07 6.37922e-07 0.00897262
3848 72 121 72 6.82268e-07 5.4159e-07 -0.119285
3849 352 532 352 6.48935e-07 6.1102e-07 0.0252786
3850 472 116 472 8.24225e-07 7.74475e-07 0.00882086
3851 704 711 704 9.37357e-07 7.49866e-07 0.0193518
3852 143 117 143 7.70525e-07 7.57175e-07 0.00374918
3853 1023 0 0 424971 424971 0.5
3854 0 1023 0 424972 424972 -0.499999
3855 1023 0 0 424972 424972 0.499999
3856 1023 0 0 424972 424972 0.499998
3857 1023 0 0 424973 424973 0.5
3858 0 1023 0 424973 424972 -0.499999
3859 0 1023 0 424972 424972 -0.499999
3860 0 1023 0 424972 424972 -0.499999
3861 8 7 8 424949 424884 -0.499827
3862 15 16 15 425002 424942 0.499841
3863 992 31 992 1687.79 1679.99 -0.0409259
3864 992 31 992 1683.9 1683.88 -0.0408978
3865 402 399 402 176095 173219 -0.41531
3866 121 120 121 262777 261628 -0.495252
3867 801 800 801 363013 361084 -0.494615
3868 331 334 331 166066 165466 0.491281
3869 240 241 240 193450 192013 0.483452
3870 1021 1020 1021 362690 361187 -0.495795
3871 821 820 821 365216 359312 -0.483788
3872 1020 1021 1020 365559 360539 0.486186
3873 935 934 935 360344 359926 -0.498822
3874 224 225 224 200556 200256 0.497122
3875 909 908 909 363000 361087 -0.494659
3876 588 587 588 221941 221932 -0.499944
3877 361 364 361 173394 173310 0.437218
3878 478 477 478 174488 172763 -0.446907
3879 764 763 764 358872 357693 -0.496675
3880 129 130 129 255811 255749 0.49973
3881 657 656 657 269711 268607 -0.495648
3882 162 163 162 233912 233528 0.497937
3883 983 982 983 362548 361256 -0.496383
3884 413 416 413 173145 171685 0.435229
3885 569 568 569 212622 210160 -0.482221
3886 472 473 472 174964 172953 0.436913
3887 272 273 272 180621 180446 0.496376
3888 232 233 232 198197 194226 0.461189
3889 772 771 772 363151 361857 -0.496381
3890 771 772 772 424978 424967 0.499971
3891 768 767 768 368635 366357 -0.493446
3892 0 1023 0 363385 361818 -0.495623
3893 256 255 256 186826 185027 -0.473997
3894 960 959 960 362940 361100 -0.494859
3895 863 864 863 363279 362154 0.49685
3896 784 783 784 372081 353598 -0.451702
3897 784 783 784 48780.4 48780.1 -0.499972
3898 67 678 67 6.96609e-07 6.2328e-07 0.0024911
3899 10 715 10 7.72345e-07 6.68902e-07 0.0117287
3900 107 172 107 7.26356e-07 6.92797e-07 -0.00793469
3901 91 1015 91 7.47765e-07 7.19017e-07 0.00525567
3902 188 313 188 6.59971e-07 6.45282e-07 4.68498e-06
3903 903 67 903 6.65347e-07 6.09646e-07 -0.062912
3904 634 268 634 5.60607e-07 5.48832e-07 0
3905 953 104 953 6.98995e-07 6.84672e-07 0
3906 903 99 903 9.50954e-07 6.66371e-07 0.0285139
3907 711 942 711 7.03458e-07 6.22717e-07 0
3908 877 684 877 9.53582e-07 9.20591e-07 -0.0392553
3909 882 514 882 7.55995e-07 6.32491e-07 0
3910 957 760 957 8.49084e-07 8.24238e-07 0.0631713
3911 519 405 519 1.04075e-06 5.8679e-07 0.0308087
3912 662 307 662 8.53306e-07 6.79885e-07 0.0509857
3913 413 451 413 1.00913e-06 7.86024e-07 -0.0219601
3914 719 1004 719 5.29288e-07 5.07469e-07 0
3915 839 687 839 7.08623e-07 5.44599e-07 -0.0755362
3916 300 173 300 8.72399e-07 7.3496e-07 0.0257829
3917 767 768 768 362278 362271 0.49998
3918 767 768 768 424977 424966 0.499971
3919 767 768 768 424978 424967 0.499972
3920 767 768 768 424978 424967 0.499971
3921 767 768 768 424978 424967 0.499973
3922 767 768 768 424978 424967 0.499972
3923 767 768 768 424977 424967 0.499974
3924 767 768 768 424977 424967 0.499972
3925 775 776 775 362988 362976 0.499966
3926 783 784 783 374135 366274 0.478741
3927 784 783 784 56342.2 52201.6 -0.379568
3928 736 799 736 1683.93 1683.82 -0.0408778
3929 146 143 146 104161 90147.9 -0.153992
3930 144 145 144 214060 213070 0.494835
3931 545 544 545 213237 211695 -0.491941
3932 545 544 545 172915 172581 -0.497503
3933 76 77 76 213960 213584 0.498033
3934 765 764 765 213312 210502 -0.485355
3935 565 564 565 214515 210258 -0.47821
3936 764 765 764 214662 211592 0.484187
3937 679 678 679 214815 210247 -0.476568
3938 993 992 993 212517 212486 -0.499838
3939 653 652 653 213229 212407 -0.495684
3940 333 330 333 121859 121352 -0.0521473
3941 332 331 332 214566 212805 -0.490894
3942 107 106 107 216548 211237 -0.473375
3943 221 222 221 213573 212996 0.496975
3944 507 898 507 213507 212676 0.493642
3945 899 896 899 95561.9 95501.4 -0.372581
3946 400 401 400 213826 212523 0.493196
3947 727 726 727 214333 210155 -0.478525
3948 728 725 728 133470 132170 0.00836109
3949 158 159 158 213060 211745 0.493135
3950 312 313 312 216687 209063 0.462048
3951 216 217 216 214851 212314 0.486914
3952 16 17 16 213915 213724 0.499002
3953 516 515 516 213352 210962 -0.487537
3954 515 516 516 424973 424972 0.499997
3955 512 511 512 223020 219490 -0.482095
3956 511 768 511 213138 212755 0.495157
3957 0 1023 0 213134 211458 -0.491261
3958 703 1023 703 212742 212739 0.494289
3959 607 608 607 213514 211395 0.489051
3960 528 527 528 218418 206678 -0.44295
3961 528 527 528 192797 192795 -0.499982
3962 976 843 976 9.118e-07 5.9143e-07 -0.00725004
3963 50 506 50 7.84684e-07 7.29159e-07 -0.0180443
3964 540 340 540 9.00744e-07 6.61284e-07 -0.0441216
3965 752 1013 752 1.1743e-06 8.90753e-07 0.0244366
3966 116 403 116 5.84838e-07 5.68956e-07 0
3967 5 314 5 7.86736e-07 7.48372e-07 -0.123503
3968 628 99 628 7.86644e-07 6.07546e-07 0.00295831
3969 964 453 964 8.97571e-07 7.79857e-07 -0.0592932
3970 938 889 938 1.095e-06 6.73969e-07 -0.00305651
3971 93 183 93 7.4672e-07 7.4586e-07 -0.00317695
3972 732 712 732 8.19926e-07 7.9712e-07 -0.0690809
3973 338 842 338 8.26911e-07 5.50816e-07 0.00772288
3974 478 1 478 7.56475e-07 6.86719e-07 -0.0861735
3975 1001 32 1001 7.95157e-07 7.70647e-07 -0.0295319
3976 536 762 536 9.51606e-07 9.02994e-07 -0.0118464
3977 734 23 734 7.26551e-07 6.75713e-07 0.0726608
3978 84 37 84 7.39563e-07 6.53286e-07 0.0166273
3979 859 350 859 7.0041e-07 6.73706e-07 -0.0127248
3980 302 470 302 8.59195e-07 7.06456e-07 0.115715
3981 511 512 511 211836 211833 0.499985
3982 511 512 512 424972 424972 0.499999
3983 512 511 512 424972 424972 -0.499999
3984 512 511 512 424972 424972 -0.499999
3985 512 511 512 424972 424972 -0.5
3986 512 511 512 424972 424972 -0.5
3987 512 512 512 424972 424972 -0.5
3988 512 511 512 424972 424972 -0.5
3989 512 519 512 213415 213415 -0.49905
3990 527 528 527 226316 220753 0.473576
3991 527 528 527 208594 202860 0.469376
3992 543 480 543 1683.9 1683.89 0.0408916
3993 912 913 912 71226 57097.5 0.236278
3994 912 913 912 270107 268913 0.495305
3995 631 634 631 174642 174196 0.433881
3996 288 289 288 334674 332577 0.49376
3997 845 844 845 224695 223687 -0.493933
3998 752 753 752 181496 181372 0.497505
3999 509 508 509 188605 187433 -0.483692
4000 308 309 308 316512 315169 0.495765
4001 509 508 509 191287 187764 -0.454812
4002 422 423 422 233116 232193 0.49497
4003 736 737 736 176738 176295 0.487277
4004 396 397 396 250309 246686 0.483595
4005 75 76 75 363141 363116 0.49993
4006 875 874 875 244683 241084 -0.482837
4007 989 990 989 332669 332289 0.498858
4008 251 252 251 363523 363207 0.499114
4009 643 640 643 174280 173750 -0.438078
4010 144 145 145 363172 363171 0.499999
4011 673 676 673 171070 169450 0.457554
4012 470 471 470 205983 204793 0.489997
4013 926 927 926 281859 278104 0.486348
4014 56 57 56 363966 363316 0.498181
4015 984 985 984 328243 327161 0.496711
4016 785 784 785 195614 191568 -0.457514
4017 745 744 745 178948 178940 -0.499793
4018 260 259 260 424977 424968 -0.499975
4019 260 259 260 360252 359787 -0.498678
4020 255 256 255 363656 362087 0.49562
4021 511 512 511 187475 186433 0.48473
4022 767 768 767 187196 186630 0.491525
4023 448 447 448 217698 215897 -0.487992
4024 352 351 352 281602 280168 -0.494736
4025 272 271 272 348649 348643 -0.499982
4026 205 44 205 9.39526e-07 7.3525e-07 -0.0510012
4027 746 88 746 8.1115e-07 7.06722e-07 0.0115393
4028 1002 641 1002 6.63057e-07 6.61133e-07 -0.0604873
4029 720 880 720 6.07834e-07 5.39103e-07 -0.0353909
4030 359 458 359 8.33308e-07 7.28226e-07 -0.00649034
4031 425 549 425 8.0435e-07 5.39504e-07 -0.00190058
4032 820 115 820 7.82339e-07 5.99718e-07 -0.030869
4033 507 435 507 8.47983e-07 7.65827e-07 -0.00590435
4034 716 224 716 8.32635e-07 8.31969e-07 0.099651
4035 913 872 913 9.06237e-07 8.26017e-07 -0.0235577
4036 444 309 444 6.61907e-07 5.74496e-07 -0.0373959
4037 471 513 471 6.41752e-07 6.21791e-07 -0.0100297
4038 405 760 405 7.05948e-07 6.71106e-07 -0.0280272
4039 154 743 154 6.55985e-07 6.2277e-07 0.0225858
4040 161 780 161 7.17401e-07 6.91479e-07 -0.00212946
4041 660 864 660 6.86563e-07 6.30035e-07 0.0305748
4042 824 787 824 8.49361e-07 6.49689e-07 -0.0247581
4043 809 938 809 7.536e-07 7.04976e-07 -0.0456093
4044 141 489 141 8.00257e-07 6.45208e-07 -0.0330172
4045 255 256 255 61775.6 61775.4 0.499991
4046 256 255 256 424977 424967 -0.499974
4047 256 255 256 424977 424967 -0.499972
4048 256 255 256 424978 424967 -0.499971
4049 256 255 256 424977 424967 -0.499972
4050 256 255 256 424978 424967 -0.499972
4051 256 255 256 424977 424967 -0.499972
4052 256 255 256 424977 424966 -0.499972
4053 256 255 256 362989 362976 -0.499963
4054 263 264 263 356070 355163 0.497416
4055 271 272 271 357532 342170 0.458387
4056 287 224 287 1683.9 1683.88 0.0408905
4057 224 287 224 1683.91 1683.87 -0.0408895
4058 656 657 656 425096 424712 0.498987
4059 377 376 377 424962 424157 -0.497876
4060 33 32 33 426040 423775 -0.494052
4061 589 588 589 423832 423240 -0.498428
4062 497 496 497 424937 424904 -0.499913
4063 253 252 253 425372 424086 -0.496613
4064 53 52 53 425677 424191 -0.496088
4065 252 253 252 425333 424278 0.49722
4066 167 166 167 425249 424651 -0.49842
4067 480 481 480 424516 424316 0.499469
4068 141 140 141 425727 423678 -0.494616
4069 844 843 844 424829 422991 -0.495165
4070 618 619 618 424960 424420 0.498573
4071 734 733 734 425188 424631 -0.49853
4072 1020 1019 1020 425969 423964 -0.494731
4073 386 385 386 423785 422869 -0.497573
4074 913 912 913 425739 423294 -0.493583
4075 419 418 419 424164 423422 -0.498036
4076 215 214 215 425433 424210 -0.496778
4077 671 670 671 424616 423420 -0.496845
4078 825 824 825 425372 424409 -0.497462
4079 728 729 728 425165 424691 0.498748
4080 528 529 528 424771 424699 0.499809
4081 489 488 489 424978 424948 -0.499921
4082 4 3 4 426260 423662 -0.493185
4083 3 4 3 424973 424972 0.499996
4084 0 1023 0 424988 424956 -0.499916
4085 256 255 256 424058 422750 -0.496549
4086 512 511 512 424593 424589 -0.499988
4087 192 191 192 425557 423746 -0.49524
4088 96 95 96 425324 424587 -0.498052
4089 16 15 16 425288 424653 -0.498322
4090 967 120 967 1.00136 1.00132 -0.247349
4091 540 663 540 7.60067e-07 6.17241e-07 -0.0180289
4092 306 793 306 6.81186e-07 5.2633e-07 0.0467944
4093 209 573 209 1.09547e-06 7.39244e-07 0.0117013
4094 658 225 658 7.36021e-07 6.88772e-07 -0.0758613
4095 283 184 283 1.06607e-06 7.60298e-07 -0.003706
4096 544 105 544 8.09549e-07 6.14397e-07 0.00919878
4097 384 736 384 6.42607e-07 5.91926e-07 0.0462338
4098 506 824 506 6.09592e-07 6.00505e-07 -0.00377833
4099 664 182 664 6.76587e-07 5.67623e-07 0.0120388
4100 303 202 303 9.19991e-07 8.22777e-07 0.0301317
4101 538 699 538 8.09301e-07 6.69319e-07 -0.042161
4102 909 338 909 8.1916e-07 7.13496e-07 0.0583497
4103 294 325 294 7.19267e-07 6.57541e-07 0.0127943
4104 748 454 748 6.97947e-07 6.53699e-07 0.0315114
4105 462 410 462 7.96428e-07 6.33716e-07 -0.0214107
4106 431 217 431 7.89447e-07 7.14907e-07 -0.134388
4107 123 99 123 5.5958e-07 5.0574e-07 -0.0225494
4108 916 342 916 9.41132e-07 7.58499e-07 0.00365747
4109 377 426 377 6.14566e-07 5.45812e-07 -0.00256349
4110 1023 0 0 424971 424971 0.5
4111 1023 0 0 424972 424972 0.5
4112 0 1023 0 424972 424972 -0.499999
4113 1023 0 0 424972 424972 0.5
4114 0 1023 0 424973 424972 -0.499999
4115 0 1023 0 424972 424972 -0.499999
4116 1023 0 0 424972 424972 0.5
4117 1023 0 0 424972 424972 0.499998
4118 8 7 8 424949 424883 -0.499826
4119 15 16 15 425002 424942 0.499839
4120 992 31 992 1687.78 1679.97 -0.0409221
4121 992 31 992 1683.9 1683.87 -0.0409057
4122 402 399 402 176096 173219 -0.415307
4123 121 120 121 262777 261628 -0.495253
4124 801 800 801 363013 361083 -0.494612
4125 331 334 331 166066 165466 0.491281
4126 240 241 240 193450 192013 0.483454
4127 1021 1020 1021 362689 361187 -0.495798
4128 821 820 821 365216 359312 -0.483791
4129 1020 1021 1020 365558 360539 0.486186
4130 935 934 935 360343 359925 -0.498821
4131 224 225 224 200556 200256 0.497126
4132 909 908 909 363000 361087 -0.494658
4133 588 587 588 221941 221932 -0.499944
4134 361 364 361 173394 173310 0.437217
4135 478 477 478 174488 172763 -0.446913
4136 764 763 764 358872 357694 -0.496677
4137 129 130 129 255811 255749 0.499728
4138 657 656 657 269711 268607 -0.495648
4139 162 163 162 233912 233528 0.497939
4140 983 982 983 362549 361256 -0.49638
4141 413 416 413 173144 171685 0.435231
4142 569 568 569 212622 210160 -0.482219
4143 472 473 472 174964 172953 0.436898
4144 272 273 272 180621 180446 0.496385
4145 232 233 232 198197 194227 0.461192
4146 772 771 772 363151 361858 -0.496383
4147 771 772 772 424977 424967 0.499972
4148 768 767 768 368635 366358 -0.493447
4149 0 1023 0 363385 361818 -0.495626
4150 256 255 256 186826 185027 -0.473998
4151 960 959 960 362941 361100 -0.494858
4152 863 864 863 363279 362154 0.496849
4153 784 783 784 372081 353598 -0.451703
4154 784 783 784 48780.3 48780 -0.499975
4155 484 752 484 7.85755e-07 7.77851e-07 -0.0665353
4156 942 696 942 6.83523e-07 6.76864e-07 -0.00178296
4157 438 797 438 8.55115e-07 6.15947e-07 -0.0238097
4158 957 323 957 7.48195e-07 7.2506e-07 0.0166231
4159 454 967 454 8.56415e-07 5.69395e-07 -0.106284
4160 379 611 379 6.48898e-07 5.72868e-07 0.0102228
4161 826 336 826 6.10438e-07 5.79321e-07 -0.0830021
4162 822 52 822 6.74006e-07 6.18644e-07 0.0432107
4163 511 326 511 6.08683e-07 5.79904e-07 0
4164 351 408 351 6.37472e-07 6.13398e-07 -0.0165391
4165 589 361 589 9.50843e-07 6.75934e-07 0.0212802
4166 728 658 728 7.96725e-07 7.15689e-07 0.0354357
4167 664 337 664 7.53762e-07 7.16475e-07 -0.00648973
4168 383 482 383 8.10676e-07 7.61682e-07 0.0314497
4169 526 432 526 6.2065e-07 5.21458e-07 -0.0479984
4170 66 635 66 7.66055e-07 7.42679e-07 -0.076841
4171 115 165 115 6.60816e-07 6.44575e-07 0.0476842
4172 172 391 172 6.85273e-07 6.03431e-07 0.0203965
4173 778 359 778 9.15359e-07 7.76783e-07 0.00612589
4174 767 768 768 362278 362271 0.499982
4175 767 768 768 424977 424967 0.499974
4176 767 768 768 424978 424967 0.499971
4177 767 768 768 424977 424967 0.499973
4178 767 768 768 424978 424967 0.499972
4179 767 768 768 424977 424967 0.499974
4180 767 768 768 424978 424967 0.499971
4181 767 768 768 424977 424967 0.499973
4182 775 776 775 362988 362976 0.499965
4183 783 784 783 374135 366274 0.478739
4184 784 783 784 56342.2 52201.6 -0.379569
4185 736 799 736 1683.91 1683.82 -0.0408987
4186 146 143 146 104162 90147.9 -0.153993
4187 144 145 144 214060 213071 0.494838
4188 545 544 545 213237 211694 -0.491939
4189 545 544 545 172915 172581 -0.497502
4190 76 77 76 213960 213584 0.498032
4191 765 764 765 213313 210502 -0.485353
4192 565 564 565 214515 210258 -0.478207
4193 764 765 764 214662 211592 0.484186
4194 679 678 679 214815 210247 -0.476568
4195 993 992 993 212517 212487 -0.499838
4196 653 652 653 213228 212407 -0.495689
4197 333 330 333 121859 121351 -0.0521473
4198 332 331 332 214565 212805 -0.490895
4199 107 106 107 216549 211238 -0.473376
4200 221 222 221 213573 212996 0.496975
4201 507 898 507 213507 212676 0.493645
4202 899 896 899 95562.3 95501.4 -0.372577
4203 400 401 400 213826 212523 0.493197
4204 727 726 727 214333 210155 -0.478523
4205 728 725 728 133470 132170 0.00836065
4206 158 159 158 213061 211746 0.493134
4207 312 313 312 216687 209063 0.462048
4208 216 217 216 214851 212314 0.486912
4209 16 17 16 213914 213724 0.499004
4210 516 515 516 213352 210962 -0.487536
4211 515 516 516 424973 424972 0.499999
4212 512 511 512 223020 219490 -0.482091
4213 511 768 511 213138 212754 0.495159
4214 0 1023 0 213134 211458 -0.491258
4215 703 1023 703 212742 212739 0.494289
4216 607 608 607 213514 211395 0.48905
4217 528 527 528 218418 206678 -0.442948
4218 528 527 528 192797 192794 -0.499981
4219 936 569 936 7.74804e-07 6.40954e-07 0.00461254
4220 245 126 245 7.64953e-07 6.70148e-07 2.10314e-05
4221 89 801 89 7.81882e-07 5.42578e-07 -0.171963
4222 434 977 434 6.64905e-07 6.41337e-07 -0.0615038
4223 561 25 561 5.90149e-07 5.81732e-07 0
4224 828 366 828 6.3992e-07 6.16821e-07 -0.0236058
4225 498 883 498 7.73097e-07 7.54124e-07 0.0224143
4226 399 963 399 8.21489e-07 7.13395e-07 0.0132375
4227 866 916 866 6.92413e-07 5.08897e-07 -0.0483508
4228 450 407 450 6.99869e-07 6.08368e-07 -0.0507923
4229 337 886 337 8.11413e-07 7.65666e-07 -0.0239333
4230 96 860 96 7.16178e-07 6.26383e-07 -0.113896
4231 959 9 959 5.98868e-07 5.73412e-07 0.0370729
4232 6 993 6 7.48167e-07 7.47411e-07 0
4233 582 248 582 6.50611e-07 6.28441e-07 -0.0281557
4234 81 127 81 9.27112e-07 6.67798e-07 -0.0281849
4235 579 260 579 7.01578e-07 6.58508e-07 0.027743
4236 514 138 514 8.11887e-07 6.35148e-07 -0.108182
4237 308 481 308 7.25109e-07 6.71529e-07 0.0123244
4238 511 512 511 211836 211832 0.499981
4239 512 511 512 424972 424972 -0.499999
4240 512 511 512 424973 424972 -0.499997
4241 512 511 512 424972 424972 -0.5
4242 512 512 512 424972 424972 -0.5
4243 512 512 512 424972 424972 -0.5
4244 512 511 512 424973 424972 -0.499999
4245 512 511 512 424972 424972 -0.499999
4246 512 519 512 213415 213415 -0.499046
4247 527 528 527 226316 220753 0.473577
4248 527 528 527 208594 202860 0.469374
4249 480 543 480 1683.9 1683.9 -0.0409096
4250 912 913 912 71226.1 57097.4 0.236276
4251 912 913 912 270106 268912 0.495305
4252 631 634 631 174642 174196 0.43388
4253 288 289 288 334674 332577 0.493761
4254 845 844 845 224695 223687 -0.493931
4255 752 753 752 181495 181372 0.497523
4256 509 508 509 188605 187433 -0.483689
4257 308 309 308 316512 315169 0.495764
4258 509 508 509 191287 187764 -0.454809
4259 422 423 422 233116 232193 0.494972
4260 736 737 736 176738 176295 0.487292
4261 396 397 396 250309 246686 0.483594
4262 75 76 75 363142 363116 0.499928
4263 875 874 875 244683 241084 -0.482841
4264 989 990 989 332668 332289 0.49886
4265 251 252 251 363522 363207 0.499117
4266 643 640 643 174279 173750 -0.43808
4267 144 145 145 363172 363171 0.499997
4268 673 676 673 171069 169450 0.457557
4269 470 471 470 205983 204794 0.489998
4270 926 927 926 281859 278104 0.486347
4271 56 57 56 363966 363315 0.498179
4272 984 985 984 328243 327161 0.496711
4273 785 784 785 195615 191567 -0.457508
4274 745 744 745 178949 178940 -0.499788
4275 260 259 260 424977 424968 -0.499976
4276 260 259 260 360251 359787 -0.49868
4277 255 256 255 363656 362088 0.49562
4278 511 512 511 187475 186433 0.484726
4279 767 768 767 187196 186630 0.491518
4280 448 447 448 217697 215897 -0.487997
4281 352 351 352 281603 280168 -0.494734
4282 272 271 272 348649 348642 -0.499981
4283 491 62 491 1.01163e-06 7.40679e-07 -0.020357
4284 175 547 175 6.44535e-07 5.83457e-07 0.0143312
4285 377 426 377 7.64496e-07 7.23965e-07 0
4286 464 679 464 8.35478e-07 8.20214e-07 0.101147
4287 784 867 784 6.60963e-07 6.32777e-07 -0.0314291
4288 265 42 265 6.79773e-07 6.02257e-07 0.0161309
4289 830 284 830 8.50519e-07 8.13321e-07 0.050076
4290 804 134 804 9.86547e-07 5.47506e-07 0.0214376
4291 297 199 297 6.76887e-07 5.63742e-07 0.0180286
4292 696 135 696 7.69845e-07 6.82967e-07 0.157943
4293 895 100 895 6.16567e-07 6.00565e-07 0.0552147
4294 599 70 599 7.58045e-07 7.48445e-07 0.142769
4295 378 884 378 7.3737e-07 7.36276e-07 -0.000587757
4296 204 349 204 7.49908e-07 6.33214e-07 0.0678295
4297 174 846 174 6.16277e-07 5.89751e-07 -0.0516021
